Item,Geog location?,Year,Number of items (by same author). i.e. Photos of different exemplars of the same instrument in the same geographical area,Type (if desc + photo counts as photo as most photos described),Trait,Subtype,Name in native language,Group,Where ,Comments,Notes
968,,1957,,Photo,whistle,hunting,,"Efe, DRC",Africa Museum Collection (Tervuren),,
1027,,,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Bailey, 1992",,
1028,,,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Bailey, 1992",,
1032,"Nduye, central Ituri",,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1033,"Nduye, central Ituri",,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1034,"Nduye, central Ituri",,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1035,"Nduye, central Ituri",,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1036,"Nduye, central Ituri",,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1037,"Nduye, central Ituri",,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1038,"Nduye, central Ituri",,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1040,"Oysha, Central Ituri",,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1041,"Oysha, Central Ituri",,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1043,Central Ituri,,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1044,Central Ituri,,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1045,Central Ituri,,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1046,Central Ituri,,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1047,Central Ituri,,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1048,Central Ituri,,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1049,Central Ituri,,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1050,Central Ituri,,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1051,Central Ituri,,,Photo,arrow,,apí (only if metal headed),"Efe, DRC","Turnbull, 1965",,
1059,"1° 16' N, 29° 42' W",1993,,Photo,arrow,,apí (only if metal headed),"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1060,"1° 16' N, 29° 42' W",1993,,Photo,arrow,,apí (only if metal headed),"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1085,,,,Photo,arrow,,,"Efe, DRC","Fisher, 1987",,
1086,,,,Photo,arrow,,,"Efe, DRC","Fisher, 1987",,
1087,,,,Photo,arrow,,,"Efe, DRC","Fisher, 1987",,
1088,,,,Photo,arrow,,,"Efe, DRC","Fisher, 1987",,
1018,,,,Description,axe,,,"Efe, DRC","Turnbull, 1965",,
1093,,,,Description,bark sac,Quiver,,"Efe, DRC","Fisher, 1987",,
1029,,,,Photo,basket,,,"Efe, DRC","Bailey, 1992",,
1031,,,,Photo,basket,,,"Efe, DRC","Bailey, 1992",,
1061,"1° 16' N, 29° 42' W",1993,,Photo,basket,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1062,"1° 16' N, 29° 42' W",1993,,Photo,basket,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1063,"1° 16' N, 29° 42' W",1993,,Photo,basket,trap fish,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1081,"Nduye river, near Epulu",1981,,Photo,basket,"No handles, carry on back, made with plant fibre",,"Efe, DRC","Turconi, 2010",,
1082,"Nduye river, near Epulu",1981,,Photo,basket,"No handles, carry on back, made with plant fibre",,"Efe, DRC","Turconi, 2010",,
1083,"Nduye river, near Epulu",1981,,Photo,basket,"No handles, carry on back, made with plant fibre",,"Efe, DRC","Turconi, 2010",,
972,,,,Description,bells,"Wooden, cowbell",,"Efe, DRC","Fisher, 1987",,
1014,,,,Description,bow,,sebá,"Efe, DRC","Carpanetto and Germi, 1989; Hatz, 2019 (word)",,
1022,,,,Photo,bow,,sebá,"Efe, DRC","Carpanetto and Germi, 1989; Hatz, 2019 (word)",,
1023,,,,Photo,bow,,sebá,"Efe, DRC","Carpanetto and Germi, 1989; Hatz, 2019 (word)",,
1024,,,,Photo,bow,,sebá,"Efe, DRC","Carpanetto and Germi, 1989; Hatz, 2019 (word)",,
1025,,,,Photo,bow,,sebá,"Efe, DRC","Carpanetto and Germi, 1989; Hatz, 2019 (word)",,
1026,,,,Photo,bow,,sebá,"Efe, DRC","Carpanetto and Germi, 1989; Hatz, 2019 (word)",,
1030,,,,Photo,bow,,sebá,"Efe, DRC","Bailey, 1992",,
1039,"Nduye, central Ituri",,,Photo,bow,,sebá,"Efe, DRC","Turnbull, 1965",,
1042,"Oysha, Central Ituri",,,Photo,bow,,sebá,"Efe, DRC","Turnbull, 1965",,
1054,"1° 16' N, 29° 42' W",1993,,Photo,bow,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1055,"1° 16' N, 29° 42' W",1993,,Photo,bow,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1058,"1° 16' N, 29° 42' W",1993,,Photo,bow,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1064,"1° 16' N, 29° 42' W",1993,,Photo,bow,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1065,"1° 16' N, 29° 42' W",1993,,Photo,bow,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1066,"1° 16' N, 29° 42' W",1993,,Photo,bow,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1067,"1° 16' N, 29° 42' W",1993,,Photo,bow,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1068,"1° 16' N, 29° 42' W",1993,,Photo,bow,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1069,"1° 16' N, 29° 42' W",1993,,Photo,bow,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1070,"1° 16' N, 29° 42' W",1993,,Photo,bow,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1071,"1° 16' N, 29° 42' W",1993,,Photo,bow,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1072,"1° 16' N, 29° 42' W",1993,,Photo,bow,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1073,"1° 16' N, 29° 42' W",1993,,Photo,bow,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1084,,,,Photo,bow,"Bows are carved of wood, have a length of about 75 cm, and are strung with a broad, flat string made from fiber of a vine",,"Efe, DRC","Fisher, 1987",,
1017,,,,Description,dam,fishing,kuce,"Efe, DRC","Demolin, 1993; Turnbull 1965; Schebesta, 1949",borrowed from Tikar,
971,,,,Description,drum,Slit drum/gong; immobile and played with drumsticks,,"Efe, DRC","Fisher, 1987",,
983,,,,Description,drum,"never used in the forest, borrowed from Lese",,"Efe, DRC","Demolin, 1993; Turnbull 1965; Schebesta, 1949",,
1003,"1° 16' N, 29° 42' W",1993,,Photo,drum,Conical,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1004,"1° 16' N, 29° 42' W",1993,,Photo,drum,Conical,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1005,"Nduye river, near Epulu",1981,,Photo,drum,"Conical, laced skin, played with a stick and a hand",,"Efe, DRC","Turconi, 2010",,
1089,,,,Photo,epapau,"differs from a machete in having a shorter metal blade with a sharply curved tip and a longer handle. The shape and length of the blade coupled with the leverage obtained from the relatively long handle make this a very effective tool for cutting saplings, branches, brush, banana trees ",,"Efe, DRC","Fisher, 1987",,
1090,,,,Photo,epapau,,,"Efe, DRC","Fisher, 1987",,
1013,,,,Description,fishtrap,A cylindrical basket that is placed in streams; designed so that once a fish has entered it cannot escape. ,,"Efe, DRC","Fisher, 1987",,
975,,,,Description,flute,,ruma,"Efe, DRC","Demolin, 1993; Turnbull 1965; Schebesta, 1949",,
1099,Arebi,1927,,,flute,,,"Efe, DRC",Africa Museum Collection (Tervuren),,
1100,Arebi,1927,,,flute,,,"Efe, DRC",Africa Museum Collection (Tervuren),,
974,,,,Description,harp,"A hand-held, stringed musical instrument similar to a harp; it has a soundbox from which a curved neck protrudes. The strings run from the neck to the body, are tightened with pegs, and are plucked. ",Zoma,"Efe, DRC","Fisher, 1987",,
976,,,,Description,harp,small,domu,"Efe, DRC","Demolin, 1993",,
996,"1° 16' N, 29° 42' W",1993,,Photo,harp,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
997,"1° 16' N, 29° 42' W",1993,,Photo,harp,,domu,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1020,,,,Description,hoe,,,"Efe, DRC","Fisher, 1987",,
1091,,,,Photo,honey axe,,,"Efe, DRC","Fisher, 1987",,
1095,,,,Description,honey axe,Axe specifically for honey,,"Efe, DRC","Fisher, 1987",,
986,,,,Photo,horn,"long and short version. . La fabrication des horn (horn)s nécessite de grandes bandes d'écorce de trois arbres appelles ingulu, arubese et i/e. Ces bandes d'écorce sont roulées sur elles-mêmes, à la manière d'un cornet de papier. Deux tiges de bois placées latéralement donnent une armature aux instruments. L'embouchure est située à l'extrémité la plus serrée de Péco",mai,"Efe, DRC","Demolin, 1993",,
987,,,,Photo,horn,,mai,"Efe, DRC","Demolin, 1993",,
988,,,,Photo,horn,,mai,"Efe, DRC","Demolin, 1993",,
989,,,,Photo,horn,,mai,"Efe, DRC","Demolin, 1993",,
990,,,,Photo,horn,,mai,"Efe, DRC","Demolin, 1993",,
1006,"Nduye river, near Epulu",1981,,Photo,horn,"Played on the side, made with bark, about 1.6m long",mai,"Efe, DRC","Turconi, 2010",,
1007,"Nduye river, near Epulu",1981,,Photo,horn,"Played on the side, made with bark, about 1.6m long",mai,"Efe, DRC","Turconi, 2010",,
1008,"Nduye river, near Epulu",1981,,Photo,horn,"Played on the side, made with bark, about 1.6m long",mai,"Efe, DRC","Turconi, 2010",,
1009,"Nduye river, near Epulu",1981,,Photo,horn,"Played on the side, made with bark, about 1.6m long",mai,"Efe, DRC","Turconi, 2010",,
1010,"Nduye river, near Epulu",1981,,Photo,horn,"Played on the side, made with bark, about 1.6m long",mai,"Efe, DRC","Turconi, 2010",,
1011,"Nduye river, near Epulu",1981,,Photo,horn,"Played on the side, made with bark, about 1.6m long",mai,"Efe, DRC","Turconi, 2010",,
1019,,,,Description,knife,,,"Efe, DRC","Turnbull, 1965; Sawada, 1990",,
1092,,,,Photo,knife,,,"Efe, DRC","Fisher, 1987",,
984,,,,Photo,lamellaphone,,likembe,"Efe, DRC","Bailey, 1992",,
998,"1° 16' N, 29° 42' W",1993,,Photo,lamellaphone,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
999,"1° 16' N, 29° 42' W",1993,,Photo,lamellaphone,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1012,,,,Description,machette,,,"Efe, DRC","Fisher, 1987",,
977,,,,Description,musical bow,2 strings,kittingbi,"Efe, DRC","Demolin, 1993; Turnbull 1965; Schebesta, 1949",,
985,,,,Photo,notched flute,,,"Efe, DRC","Turnbull, 1965",,
978,,,,Description,pipes ,,,"Efe, DRC","Demolin, 1993",,
1056,"1° 16' N, 29° 42' W",1993,,Photo,pirogue,,,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1076,"Nduye river, near Epulu",1981,,Photo,pirogue,,,"Efe, DRC","Turconi, 2010",,
1077,"Nduye river, near Epulu",1981,,Photo,pirogue,,,"Efe, DRC","Turconi, 2010",,
1078,"Nduye river, near Epulu",1981,,Photo,pirogue,,,"Efe, DRC","Turconi, 2010",,
1079,"Nduye river, near Epulu",1981,,Photo,pirogue,,,"Efe, DRC","Turconi, 2010",,
1080,"Nduye river, near Epulu",1981,,Photo,pirogue,,,"Efe, DRC","Turconi, 2010",,
973,,,,Description,rattle,,,"Efe, DRC","Fisher, 1987",,
979,,,,Description,rattle,,,"Efe, DRC","Demolin, 1993; Turnbull 1965; Schebesta, 1952",,
980,,,,Description,resonant sticks,,,"Efe, DRC","Bahuchet, 1992",,In Bahuchet (2017)
981,,,,Description,sanza,,,"Efe, DRC","Demolin, 1993; Turnbull 1965; Schebesta, 1949",,
1015,,,,Description,spear,,,"Efe, DRC","Carpanetto and Germi, 1989",,
1052,Central Ituri,,,Photo,spear,Crafted by Bila villagers,,"Efe, DRC","Turnbull, 1965",,
1053,Central Ituri,,,Photo,spear,Crafted by Efe,,"Efe, DRC","Turnbull, 1965",,
1057,"1° 16' N, 29° 42' W",1993,,Photo,spear,"metal head of spears usually has a blade length of some 25-30 cm and width of 6 or 7 cm, and a shank of 10-12 cm lengt ",,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1074,,,,Photo,spear,elephant hunt,,"Efe, DRC","Bailey, 1992",,
1075,,,,Photo,spear,elephant hunt,,"Efe, DRC","Bailey, 1992",,
1096,,,,Description,struck beam,similar to banja,tore?,"Efe, DRC","Bahuchet, 1992",,
1094,,,,Description,thumper,monkey skin bag that men wear to hunt and struck them with bow string to make sounds,,"Efe, DRC","Fisher, 1987",,
1016,,,,Description,trap,,,"Efe, DRC","Carpanetto and Germi, 1989",,
991,,,,Photo,whistle,"base, le bois de la tige d'une plante (olyra latifolià) dont on se sert pour fabriquer les sifflets. Près des villages, les pygmées fabri- quent ces instruments avec du bambou ou encore avec des tiges de papayer",Luma,"Efe, DRC","Demolin, 1993",,
992,,,,Photo,whistle,,Luma,"Efe, DRC","Demolin, 1993",,
993,,,,Photo,whistle,,Luma,"Efe, DRC","Demolin, 1993",,
994,,,,Photo,whistle,,Luma,"Efe, DRC","Demolin, 1993",,
995,,,,Photo,whistle,,Luma,"Efe, DRC","Demolin, 1993",,
1000,"1° 16' N, 29° 42' W",1993,,Photo,whistle,,luma,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1001,"1° 16' N, 29° 42' W",1993,,Photo,whistle,,luma,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1002,"1° 16' N, 29° 42' W",1993,,Photo,whistle,,luma,"Efe, DRC",https://archive.org/details/EfePygmies.LoyaRiverIturiForestCongoZaire.June1993.,,
1097,Arebi,1927,,Photo,whistle,"wooden, with trou de modulation; 20.7, 2.8",,"Efe, DRC",Africa Museum Collection (Tervuren),,
1098,Arebi,1927,,Photo,whistle,bamboo,,"Efe, DRC",Africa Museum Collection (Tervuren),,
1101,Arebi,1927,,Photo,whistle,"wooden, with trou de modulation; 20.7, 2.8",,"Efe, DRC",Africa Museum Collection (Tervuren),,
1102,Arebi,1927,,Photo,whistle,"wooden, with trou de modulation; 20.7, 2.8",,"Efe, DRC",Africa Museum Collection (Tervuren),,
982,,,,Description,zither-harp,,,"Efe, DRC","Demolin, 1993; Turnbull 1965; Schebesta, 1949",,
1103,"Ituri province, Edimabambi",2010,,,flute,notched,,"Efe, DRC",Africa Museum Collection (Tervuren),,
1104,"Ituri province, Edimabambi",2009,,Photo,musical bow,74.5cm,,"Efe, DRC",Africa Museum Collection (Tervuren),,
1106,"Ituri province, Edimabambi",2010,,Photo,musical bow,88cm,,"Efe, DRC",Africa Museum Collection (Tervuren),,
1105,"Ituri province, Edimabambi",2009,,Photo,xylophone,35cm,likoko,"Efe, DRC",Africa Museum Collection (Tervuren),,
1122,,,,Description,bow,,,"Mbendjele, Congo","Salali, 2017",,
1128,,,,Description,arrow,Wooden tip,,"Mbendjele, DRC","Thomson, 2016",,
1123,,,,Description,axe,metal,,"Mbendjele, DRC","Oloa-Biloa, 2014",,
1125,,,,Description,axe,,djombi ,"Mbendjele, DRC","Lewis, 2002",,
1173,Pokola surroundings,2016,,Photo,axe,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1174,Pokola surroundings,2016,,Photo,axe,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1199,Pokola surroundings,2016,,Photo,axe,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1130,,,,Photo,basket,,,"Mbendjele, DRC","Salali, 2017",,
1133,,,,Photo,basket,,,"Mbendjele, DRC","Salali, 2017",,
1134,,,,Photo,basket,,,"Mbendjele, DRC","Salali, 2017",,
1135,,,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, 2017",,
1136,,,,Photo,basket,,,"Mbendjele, DRC","Salali, 2017",,
1137,,,,Photo,basket,,,"Mbendjele, DRC","Salali, 2017",,
1138,,,,Photo,basket,,,"Mbendjele, DRC","Salali, 2017",,
1139,,,,Photo,basket,,,"Mbendjele, DRC","Salali, 2017",,
1140,,,,Photo,basket,,,"Mbendjele, DRC","Salali, 2017",,
1141,,,,Photo,basket,Fishing trap,,"Mbendjele, DRC","Salali, 2017",,
1142,,,,Photo,basket,,,"Mbendjele, DRC","Salali, 2017",,
1143,,,,Photo,basket,,,"Mbendjele, DRC","Salali, 2017",,
1144,,,,Photo,basket,,,"Mbendjele, DRC","Salali, 2017",,
1145,,,,Photo,basket,,,"Mbendjele, DRC","Salali, 2017",,
1153,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1159,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1161,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1162,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1163,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1166,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1167,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1171,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1172,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1175,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1176,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1177,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1178,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1187,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1189,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1190,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1191,Pokola surroundings,2016,,Photo,basket,Game basket,,"Mbendjele, DRC","Chaudhary, unpublished",,
1192,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1193,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1194,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1200,Pokola surroundings,2016,,Photo,basket,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1118,,,,Description,blowgun,Hunting,,"Mbendjele, DRC",Riddell (2013),,
1169,Pokola surroundings,2016,,Photo,blowgun,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1186,Pokola surroundings,2016,,Photo,blowgun,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1108,"Likouala region, Bonguinda area",2013,,Photo,drum,,,"Mbendjele, DRC","Oloa-Biloa, 2014",,
1110,Bonguinda,2014,,Photo,drum,,"ndumu, called ŋgoye when played by women with a stick","Mbendjele, DRC","Oloa-Biloa, 2017",,
1107,"Likouala region, Bonguinda area",2013,,Photo,flute,simple flute,hìndèhú,"Mbendjele, DRC","Oloa-Biloa, 2014",,
1112,,,,Photo,flute,Bamboo - notched,lifulele,"Mbendjele, DRC","Oloa-Biloa, 2017",,
1113,,,,Photo,flute,Bamboo - notched,lifulele,"Mbendjele, DRC","Oloa-Biloa, 2017",,
1114,,2013,,Photo,harp,8 strings,mondume,"Mbendjele, DRC","Oloa-Biloa, 2017; Fürniss, 2017;2012",,
1198,Pokola surroundings,2016,,Photo,honey container,leaves and vines(temporary one),,"Mbendjele, DRC","Chaudhary, unpublished",,
1124,,,,Description,knife,metal,,"Mbendjele, DRC","Oloa-Biloa, 2014",,
1126,,,,Description,knife,,yobe,"Mbendjele, DRC","Lewis, 2002",,
1147,,,,Photo,knife,,,"Mbendjele, DRC","Salali, 2017",,
1149,,,,Photo,knife,,,"Mbendjele, DRC","Salali, 2017",,
1150,,,,Photo,knife,,,"Mbendjele, DRC","Salali, 2017",,
1156,Pokola surroundings,2016,,Photo,knife,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1170,Pokola surroundings,2016,,Photo,knife,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1196,Pokola surroundings,2016,,Photo,knife,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1203,Pokola surroundings,2016,,Photo,knife,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1152,Pokola surroundings,2016,,Photo,knife ,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1160,Pokola surroundings,2016,,Photo,knife ,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1129,,1980,,Photo,leather sac,Carry stuff ,,"Mbendjele, DRC","Demesse, 1980",,
1155,Pokola surroundings,2016,,Photo,leather sac,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1168,Pokola surroundings,2016,,Photo,leather sac,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1117,,,,Description,machette,,,"Mbendjele, DRC","Salali, 2017",,
1131,,,,Photo,machette,,,"Mbendjele, DRC","Lewis, 2002",,
1146,,,,Photo,machette,,,"Mbendjele, DRC","Salali, 2017",,
1148,,,,Photo,machette,,,"Mbendjele, DRC","Salali, 2017",,
1151,Pokola surroundings,2016,,Photo,machette,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1154,Pokola surroundings,2016,,Photo,machette,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1157,Pokola surroundings,2016,,Photo,machette,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1158,Pokola surroundings,2016,,Photo,machette,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1164,Pokola surroundings,2016,,Photo,machette,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1165,Pokola surroundings,2016,,Photo,machette,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1179,Pokola surroundings,2016,,Photo,machette,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1182,Pokola surroundings,2016,,Photo,machette,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1184,Pokola surroundings,2016,,Photo,machette,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1188,Pokola surroundings,2016,,Photo,machette,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1197,Pokola surroundings,2016,,Photo,machette,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1201,Pokola surroundings,2016,,Photo,machette,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1202,Pokola surroundings,2016,,Photo,machette,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1111,,,,Photo,musical bow,"One-stringed. In some populations only played by women, in Mbendjele played by men.",game,"Mbendjele, DRC","Oloa-Biloa, 2014",,
1119,,,,Description,snare,"Cable Snare, Hunting",Hunting,"Mbendjele, DRC",Riddell (2013),,
1120,,,,Description,snare,vine snare,,"Mbendjele, DRC","Chaudhury, 2017",,
1132,,,,Photo,snare,"they have 19 different types according to Bahuchet, 1992",motambo,"Mbendjele, DRC","Chaudhury, 2017",,
1180,Pokola surroundings,2016,,Photo,snare,rope,,"Mbendjele, DRC","Chaudhary, unpublished",,
1181,Pokola surroundings,2016,,Photo,snare,vine snare,,"Mbendjele, DRC","Chaudhary, unpublished",,
1185,Pokola surroundings,2016,,Photo,snare,Cable snare,,"Mbendjele, DRC","Chaudhary, unpublished",,
1121,,,,Description,spear,,gongo,"Mbendjele, DRC","Riddell (2013); Lewis, 2002",,
1127,,,,Description,spear,elephant,ngongo ,"Mbendjele, DRC","Lewis, 2021",,
1183,Pokola surroundings,2016,,Photo,spear,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1204,Mawuya,,,Photo,spear,,,"Mbendjele, DRC",Africa Museum Collection (Tervuren),,
1109,Bobanda,2014,,Photo,struck beam/ stuck beam,Played with sticks,ekbwakata,"Mbendjele, DRC","Oloa-Biloa, 2014",,
1116,,2016,,Photo,struck beam/ stuck beam,,,"Mbendjele, DRC","Chaudhary, unpublished",,
1195,Pokola surroundings,2016,,Photo,whistle,leaf,,"Mbendjele, DRC","Chaudhary, unpublished",,
1115,,2013,,Photo,zither harp,3 stringed,mongadi ,"Mbendjele, DRC","Oloa-Biloa, 2014",,
1205,,,,Photo,lamellaphone,Arunza,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1206,Uele,,,Photo,musical bow,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1207,Uele,1927,,Photo,musical bow,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1208,Uele,1927,,Photo,zither harp en planche,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1216,Wamba,,,Photo,axe,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1209,Wamba,1957,,Photo,drum,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1210,Wamba,,,Photo,drum,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1211,Wamba,,,Photo,drum,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1218,,,,Photo,hunting net,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1217,"epulu district, kibali",,,Photo,spear,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1213,Wamba,,,Photo,arrow,metal tip,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1214,Wamba,,,Photo,arrow,wooden tip,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1215,Wamba,,,Photo,arrow,metal tip,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1219,,,,Photo,arrow,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1237,,,,Description,arrow,metal tip,,"Sua, DRC","Fisher, 1987",,
1240,,,,Photo,arrow,wooden tip,api,"Sua, DRC","Turnbull, 1965",,
